day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
253,1008.9,32.8,29.8,27.3,24.3,82.0,62.0,2.5,230.0,16.5,0
254,1006.1,32.4,29.4,26.6,24.9,81.0,78.0,7.8,230.0,27.1,1
255,1005.5,31.5,29.8,26.8,25.8,75.0,38.0,11.0,70.0,13.1,1
256,1011.6,30.8,27.6,25.9,23.2,81.0,81.0,3.8,40.0,44.7,0
257,1013.9,32.0,28.1,26.2,25.3,87.0,89.0,2.2,200.0,25.0,1
258,1006.8,31.3,29.7,28.1,26.1,93.0,93.0,0.5,110.0,39.5,1
259,1005.9,29.2,27.3,24.5,25.0,93.0,94.0,0.0,220.0,28.0,1
260,1010.3,28.7,26.2,25.6,21.6,89.0,93.0,0.6,80.0,12.1,0
261,1011.4,30.7,27.4,24.5,22.0,82.0,60.0,8.3,280.0,12.7,0
262,1006.3,28.5,26.3,25.2,25.4,85.0,84.0,0.6,290.0,38.3,1
263,1012.5,31.3,28.3,25.8,19.9,61.0,47.0,7.9,50.0,8.7,0
264,1015.7,29.0,26.9,24.8,20.0,76.0,49.0,10.8,60.0,14.3,0
265,1015.5,30.6,28.5,26.4,25.4,77.0,62.0,8.9,130.0,30.0,1
266,1013.7,25.2,24.9,23.6,23.5,97.0,88.0,1.2,100.0,41.4,1
267,1016.3,26.4,25.9,24.7,21.9,94.0,95.0,0.2,70.0,26.4,1
268,1013.2,29.8,25.1,23.1,20.6,74.0,20.0,8.6,70.0,20.5,0
269,1014.6,26.3,24.8,23.4,19.9,76.0,20.0,10.1,70.0,26.5,1
270,1012.9,30.8,26.1,23.2,20.6,74.0,44.0,9.3,80.0,17.2,0
271,1013.0,27.3,25.4,23.2,19.6,77.0,51.0,9.8,60.0,16.4,0
272,1010.9,25.5,23.8,21.6,20.2,81.0,61.0,5.9,40.0,21.9,1
273,1018.2,30.6,24.2,20.6,18.7,70.0,53.0,8.0,70.0,36.0,0
274,1010.3,24.9,20.7,19.1,19.9,70.0,86.0,3.4,20.0,40.0,1
275,1016.3,30.2,27.5,25.4,24.0,85.0,88.0,0.3,20.0,10.9,1
276,1017.8,26.6,25.4,24.8,22.3,79.0,82.0,2.4,80.0,27.9,1
277,1016.7,26.9,24.8,23.5,22.4,83.0,81.0,0.3,80.0,22.2,1
278,1014.9,26.9,25.4,24.8,21.6,79.0,77.0,5.9,160.0,22.2,1
279,1015.0,28.8,25.8,23.9,20.9,82.0,75.0,5.3,120.0,12.8,1
280,1017.0,26.9,24.7,23.3,20.6,82.0,88.0,1.5,70.0,15.7,1
281,1012.4,25.6,22.3,20.3,19.4,70.0,60.0,8.8,70.0,20.8,1
282,1011.4,24.7,22.3,20.1,18.8,77.0,51.0,3.4,20.0,24.9,0
283,1017.6,26.4,24.5,23.4,22.9,81.0,81.0,1.4,80.0,37.0,1
284,1010.3,26.6,24.1,23.3,19.9,80.0,58.0,5.7,30.0,23.7,0
285,1020.8,28.4,25.8,23.3,19.5,75.0,72.0,7.7,90.0,14.1,0
286,1012.4,25.0,23.1,20.6,21.4,81.0,76.0,7.7,70.0,27.4,1
287,1016.2,28.0,25.9,24.0,22.3,83.0,77.0,7.7,80.0,30.3,0
288,1010.5,26.1,25.8,24.5,20.6,79.0,67.0,8.5,50.0,13.0,0
289,1016.6,26.2,26.8,23.2,20.4,79.0,69.0,5.0,40.0,22.4,1
290,1013.4,29.1,23.5,21.0,19.9,82.0,74.0,6.4,30.0,25.1,1
291,1019.4,28.1,25.9,24.5,20.9,85.0,58.0,7.8,70.0,21.6,1
292,1017.8,30.0,26.8,25.5,23.6,84.0,67.0,6.7,100.0,11.1,1
293,1012.6,28.5,26.5,23.1,21.3,84.0,72.0,6.6,30.0,25.0,1
294,1017.8,25.9,24.7,22.2,21.8,85.0,88.0,2.7,50.0,39.5,1
295,1015.2,29.5,26.7,24.1,22.1,76.0,48.0,7.8,60.0,15.1,1
296,1017.4,26.3,23.1,21.5,20.6,85.0,81.0,0.4,70.0,28.2,1
297,1019.0,26.1,23.1,21.1,17.1,87.0,87.0,0.7,50.0,28.6,1
298,1017.7,26.6,25.8,24.1,21.4,89.0,88.0,1.2,80.0,23.3,1
299,1015.0,28.4,25.4,23.7,20.6,90.0,81.0,2.0,70.0,15.3,1
300,1017.6,26.8,24.8,21.4,22.3,88.0,88.0,0.5,70.0,23.9,1
301,1018.1,25.9,24.7,23.3,21.4,86.0,80.0,3.9,70.0,16.5,0
302,1017.8,26.6,24.8,23.3,22.5,86.0,84.0,1.0,70.0,15.3,0
303,1015.5,29.5,26.2,24.8,23.3,84.0,88.0,3.6,70.0,9.0,1
304,1018.9,28.9,25.4,24.3,22.6,90.0,78.0,4.5,80.0,15.3,1
305,1019.7,25.9,24.9,22.7,22.0,89.0,84.0,1.1,80.0,26.1,1
306,1014.5,27.2,25.3,24.0,21.4,82.0,66.0,6.3,80.0,29.6,1
307,1017.6,27.6,25.4,24.0,23.0,89.0,86.0,2.3,80.0,17.2,1
308,1014.6,26.9,25.4,24.8,21.4,82.0,85.0,1.2,50.0,16.9,1
309,1016.4,26.6,24.4,22.1,17.6,76.0,78.0,5.8,70.0,8.3,1
310,1020.6,25.2,21.3,19.2,17.8,75.0,59.0,5.1,20.0,20.0,0
311,1021.6,25.3,22.0,22.6,19.4,83.0,84.0,0.5,60.0,11.9,1
312,1016.2,21.3,19.3,18.9,18.6,79.0,85.0,0.0,40.0,28.7,1
313,1021.1,21.1,19.9,18.7,16.4,75.0,88.0,0.9,40.0,16.2,1
314,1017.5,21.1,20.9,19.2,18.8,91.0,88.0,0.0,50.0,31.8,1
315,1016.4,21.9,18.6,18.8,15.4,76.0,88.0,8.6,70.0,26.8,1
316,1018.2,24.9,21.1,20.4,17.9,87.0,84.0,4.4,40.0,27.0,1
317,1016.5,22.8,19.1,18.5,17.6,91.0,88.0,0.2,40.0,9.8,1
318,1017.5,21.9,19.2,17.7,17.2,93.0,93.0,0.4,70.0,21.9,1
319,1019.0,22.9,20.8,18.4,16.0,75.0,43.0,9.3,20.0,26.8,0
320,1020.0,19.3,18.1,17.1,16.9,88.0,80.0,3.3,60.0,24.0,1
321,1020.3,21.3,19.9,17.2,15.5,75.0,66.0,3.3,20.0,23.3,0
322,1018.1,22.4,20.5,19.4,16.0,83.0,89.0,0.6,20.0,15.7,1
323,1020.6,18.9,17.7,16.9,12.9,75.0,95.0,0.0,10.0,26.1,1
324,1019.1,20.9,17.2,15.6,16.1,91.0,85.0,0.1,30.0,15.4,1
325,1016.8,21.6,20.5,19.8,18.0,95.0,87.0,0.0,50.0,21.4,1
326,1015.9,18.9,17.7,16.9,17.2,95.0,95.0,0.0,60.0,40.0,1
327,1020.9,24.7,22.3,20.2,17.3,75.0,43.0,9.5,60.0,20.4,0
328,1018.2,22.2,20.9,18.0,18.7,81.0,78.0,2.2,60.0,10.3,1
329,1017.0,22.9,20.6,18.3,16.6,77.0,78.0,0.4,60.0,23.7,1
330,1020.9,17.4,16.6,15.5,13.7,78.0,89.0,1.0,40.0,22.5,1
331,1025.3,17.5,13.2,11.6,8.4,78.0,87.0,3.0,20.0,20.5,0
332,1020.1,18.8,15.3,13.4,6.2,80.0,88.0,0.5,10.0,21.6,1
333,1023.4,18.2,14.7,12.3,9.9,79.0,88.0,0.4,10.0,39.3,1
334,1021.2,17.4,15.2,14.1,13.6,84.0,83.0,3.3,40.0,30.6,1
335,1020.8,17.7,16.1,14.6,12.9,79.0,81.0,1.1,60.0,29.8,0
336,1022.3,18.0,13.7,11.9,3.8,75.0,74.0,9.1,20.0,21.9,0
337,1023.4,16.6,15.8,13.7,11.9,77.0,77.0,2.5,70.0,25.2,0
338,1021.1,17.3,18.0,16.1,16.1,70.0,86.0,3.0,40.0,14.8,0
339,1017.9,17.6,17.5,16.1,15.5,86.0,88.0,0.0,70.0,41.3,1
340,1022.5,19.2,17.7,15.2,12.1,76.0,86.0,0.4,20.0,29.0,1
341,1019.7,16.7,15.6,14.8,14.8,90.0,90.0,0.0,50.0,27.3,1
342,1017.7,17.5,16.4,15.6,15.5,93.0,95.0,0.3,60.0,25.9,1
343,1018.7,16.3,15.4,14.4,12.7,79.0,88.0,0.0,10.0,30.2,1
344,1018.1,23.2,19.6,17.2,15.0,72.0,19.0,8.4,50.0,9.8,0
345,1016.7,22.3,18.4,16.5,15.5,85.0,90.0,1.0,30.0,29.8,1
346,1020.8,15.7,13.9,11.8,10.9,86.0,88.0,0.1,20.0,24.8,1
347,1017.1,17.3,16.3,15.3,15.4,90.0,87.0,0.1,80.0,18.0,1
348,1023.9,17.6,15.2,11.5,13.6,93.0,88.0,0.2,40.0,17.3,1
349,1022.7,15.8,15.2,14.0,11.4,89.0,88.0,0.3,70.0,39.5,1
350,1016.1,22.9,22.0,20.0,19.8,82.0,81.0,5.1,60.0,35.3,1
351,1019.4,17.3,15.0,14.5,15.6,79.0,89.0,0.0,50.0,27.1,1
352,1017.8,21.3,19.3,17.8,18.1,81.0,86.0,2.2,20.0,18.2,1
353,1024.0,21.0,18.8,17.9,13.9,91.0,88.0,0.5,40.0,12.8,1
354,1016.4,22.3,18.2,17.4,15.5,95.0,88.0,0.0,40.0,28.4,1
355,1016.7,19.6,18.9,17.2,16.5,83.0,81.0,0.6,80.0,38.3,1
356,1019.4,20.6,18.5,16.5,16.4,75.0,90.0,0.1,50.0,38.0,1
357,1023.1,20.1,20.0,17.8,16.9,76.0,87.0,2.6,40.0,20.5,1
358,1022.9,21.3,19.0,17.0,12.6,74.0,61.0,2.2,70.0,36.0,0
359,1021.1,17.6,16.3,15.2,13.9,79.0,88.0,0.1,50.0,39.3,1
360,1019.4,16.8,15.5,15.4,15.0,96.0,95.0,0.0,50.0,24.2,1
361,1020.6,18.1,17.3,16.5,14.6,91.0,88.0,0.0,20.0,33.4,1
362,1016.6,17.2,17.2,16.6,16.4,91.0,88.0,0.0,60.0,38.0,1
363,1020.8,18.1,15.2,13.8,12.6,78.0,91.0,0.2,30.0,20.2,1
364,1019.7,17.7,16.1,15.3,12.9,79.0,88.0,0.0,80.0,38.3,1
365,1016.8,20.4,18.5,17.4,18.2,77.0,97.0,0.1,40.0,43.8,1
1,1016.8,20.5,18.1,17.7,16.9,96.0,91.0,0.0,50.0,48.0,1
2,1019.9,16.6,15.5,14.4,12.4,92.0,100.0,0.0,40.0,37.0,1
3,1013.5,23.2,18.0,17.5,16.0,79.0,81.0,0.0,60.0,55.5,1
4,1014.9,18.6,17.3,16.9,16.8,95.0,95.0,0.0,20.0,59.5,1
5,1024.4,11.3,11.4,10.4,8.6,77.0,88.0,0.0,20.0,39.3,1
6,1021.6,14.3,13.7,11.8,11.1,67.0,91.0,0.0,20.0,59.5,0
7,1024.1,15.4,13.8,10.0,11.7,58.0,67.0,5.6,60.0,25.2,1
8,1018.9,15.0,13.6,12.7,11.2,96.0,100.0,0.0,20.0,29.0,1
9,1024.1,15.5,13.5,11.1,11.6,86.0,78.0,0.6,20.0,21.6,1
10,1014.5,16.3,14.7,11.8,11.6,87.0,100.0,0.0,20.0,29.8,1
11,1027.1,18.5,15.4,13.7,10.1,75.0,89.0,0.0,60.0,39.5,1
12,1017.7,17.0,16.6,14.8,15.7,93.0,100.0,0.0,70.0,30.3,1
13,1016.8,15.8,15.3,14.6,13.3,79.0,94.0,0.0,70.0,39.5,1
14,1022.4,18.5,16.5,15.3,12.1,76.0,88.0,0.0,50.0,29.6,1
15,1019.9,20.6,17.2,16.1,15.9,97.0,99.0,0.0,40.0,20.4,1
16,1020.9,18.6,17.2,15.4,12.7,75.0,19.0,3.9,30.0,42.0,0
17,1021.5,12.5,8.5,4.7,2.0,75.0,69.0,4.3,20.0,19.8,0
18,1023.9,19.5,16.4,15.4,9.8,72.0,11.0,10.2,20.0,28.6,0
19,1024.1,19.8,16.6,14.4,7.2,62.0,29.0,10.2,60.0,24.9,0
20,1021.6,20.3,16.1,14.3,13.2,76.0,19.0,10.2,10.0,55.5,0
21,1022.3,18.0,16.5,14.6,15.5,86.0,91.0,1.0,50.0,14.8,1
22,1023.9,20.3,17.3,16.4,14.7,74.0,43.0,10.2,30.0,14.1,0
23,1024.7,22.4,17.7,15.4,10.1,49.0,19.0,10.2,60.0,40.0,0
24,1014.6,23.8,19.4,17.2,16.8,63.0,81.0,2.4,10.0,39.5,0
25,1013.4,20.9,19.0,17.1,19.3,96.0,100.0,0.0,50.0,16.7,1
26,1014.8,25.3,21.7,18.4,18.0,86.0,80.0,3.4,40.0,14.7,1
27,1020.6,24.8,19.1,17.2,16.6,75.0,57.0,5.3,70.0,33.5,1
28,1013.6,22.7,21.9,19.1,19.2,90.0,88.0,1.0,40.0,25.1,1
29,1020.4,15.5,15.4,14.1,12.0,93.0,88.0,1.4,70.0,24.4,1
30,1021.4,14.5,12.9,10.5,4.3,70.0,19.0,2.3,20.0,21.3,0
31,1017.5,22.7,21.5,20.1,20.8,93.0,88.0,0.0,20.0,35.8,1
32,1023.6,15.1,13.7,11.5,11.8,89.0,95.0,0.0,40.0,18.2,1
33,1020.4,17.2,16.2,15.6,11.0,69.0,46.0,9.5,20.0,24.4,0
34,1025.6,20.3,18.1,17.9,16.0,76.0,83.0,0.4,50.0,26.1,1
35,1017.8,20.6,18.7,17.1,16.7,79.0,84.0,1.2,40.0,21.9,1
36,1022.7,15.4,13.3,11.4,9.7,79.0,88.0,0.0,20.0,25.2,1
37,1026.5,15.0,13.6,11.2,6.4,69.0,88.0,0.2,20.0,32.2,1
38,1020.6,21.2,18.2,17.3,14.6,79.0,83.0,2.2,20.0,17.3,1
39,1017.1,22.3,20.7,17.2,18.0,82.0,87.0,1.0,50.0,24.9,1
40,1025.4,19.7,17.7,15.8,13.3,75.0,78.0,3.3,40.0,16.0,0
41,1018.9,21.6,18.0,17.6,15.9,78.0,82.0,0.0,50.0,12.7,1
42,1014.2,20.7,17.3,16.5,14.4,78.0,88.0,0.6,30.0,25.1,1
43,1015.1,25.5,21.6,20.6,19.4,78.0,68.0,9.8,80.0,14.8,0
44,1024.3,21.1,17.8,15.3,9.4,76.0,59.0,10.4,30.0,25.5,0
45,1018.6,20.8,18.8,18.3,17.3,78.0,55.0,6.9,50.0,8.6,1
46,1017.9,20.6,18.5,16.9,15.0,85.0,91.0,0.1,70.0,33.0,1
47,1018.6,17.0,16.6,15.3,14.5,93.0,91.0,0.9,20.0,20.5,1
48,1016.3,17.4,15.3,14.8,14.4,95.0,91.0,0.0,40.0,29.8,1
49,1019.9,17.5,16.5,15.5,15.6,95.0,91.0,0.0,60.0,34.0,1
50,1024.4,17.3,15.5,13.7,13.7,78.0,88.0,1.0,20.0,10.2,1
51,1015.2,17.1,16.6,15.9,15.9,95.0,100.0,0.0,50.0,21.8,1
52,1018.4,18.4,17.5,15.0,16.5,93.0,96.0,0.0,60.0,38.0,1
53,1019.4,23.6,20.4,18.9,9.9,79.0,48.0,10.3,20.0,23.9,0
54,1016.6,25.8,21.6,16.6,15.1,90.0,85.0,0.6,60.0,24.8,1
55,1020.4,17.1,15.5,14.8,8.2,79.0,79.0,0.2,20.0,23.3,0
56,1023.4,15.2,13.3,11.4,8.4,77.0,91.0,0.8,40.0,28.6,1
57,1012.2,21.3,18.9,18.8,18.6,92.0,96.0,0.0,50.0,11.1,1
58,1012.0,17.6,17.5,16.5,15.5,97.0,88.0,0.2,70.0,15.7,1
59,1012.0,18.0,17.3,16.3,16.1,76.0,86.0,3.7,20.0,31.7,1
60,1014.8,21.4,20.5,19.5,15.5,76.0,78.0,6.2,60.0,25.2,0
61,1013.4,24.0,21.8,19.6,19.8,79.0,76.0,0.0,40.0,11.2,1
62,1012.2,21.3,20.6,19.0,19.0,90.0,84.0,0.0,40.0,9.4,1
63,1018.4,21.3,19.1,17.2,18.9,98.0,100.0,0.0,50.0,8.1,1
64,1015.2,19.3,18.7,17.4,17.3,93.0,88.0,2.4,80.0,17.3,1
65,1021.8,21.9,19.2,17.4,15.7,82.0,82.0,3.1,50.0,21.4,1
66,1017.5,23.0,20.8,19.8,16.4,75.0,83.0,0.0,40.0,22.6,1
67,1020.6,18.8,19.9,17.1,16.0,79.0,95.0,0.0,30.0,19.3,1
68,1020.3,21.2,20.8,19.1,16.4,78.0,88.0,0.0,20.0,25.0,1
69,1012.7,23.5,21.5,19.8,18.8,91.0,88.0,0.0,50.0,23.9,1
70,1020.6,21.2,19.3,17.2,16.9,91.0,74.0,1.6,50.0,20.5,1
71,1017.1,18.6,17.7,16.9,15.0,79.0,91.0,0.0,70.0,38.0,1
72,1016.0,24.4,22.1,19.8,17.6,87.0,74.0,2.3,20.0,10.2,1
73,1019.4,21.3,20.7,20.9,18.3,81.0,88.0,0.0,30.0,12.1,1
74,1013.2,25.2,23.2,21.0,9.2,59.0,70.0,6.7,40.0,18.0,0
75,1013.1,25.9,23.1,21.0,21.4,93.0,88.0,1.8,40.0,17.2,0
76,1017.4,23.9,21.2,19.0,16.9,76.0,70.0,3.9,40.0,15.3,0
77,1019.3,27.8,23.1,21.3,21.9,87.0,95.0,0.6,80.0,25.5,1
78,1018.0,27.7,25.3,22.8,22.3,85.0,89.0,0.1,30.0,17.3,1
79,1013.0,26.7,23.2,21.1,23.2,90.0,88.0,0.1,30.0,15.3,1
80,1011.4,17.1,16.8,15.6,16.5,94.0,95.0,0.0,50.0,29.7,1
81,1011.6,22.4,21.1,20.1,19.6,98.0,97.0,0.5,80.0,12.5,1
82,1010.3,17.6,16.6,15.6,13.4,92.0,96.0,0.0,50.0,41.4,1
83,1008.2,25.9,22.0,21.5,20.6,88.0,84.0,3.2,20.0,24.2,1
84,1013.5,26.0,24.5,21.0,22.7,89.0,88.0,0.6,50.0,20.8,1
85,1010.3,26.9,24.9,23.0,22.3,88.0,89.0,0.4,70.0,11.3,1
86,1013.3,27.7,25.3,23.6,22.3,84.0,90.0,1.1,60.0,6.6,1
87,1011.3,22.8,20.6,19.9,18.6,79.0,81.0,0.0,70.0,23.5,1
88,1009.9,23.2,21.1,20.1,21.9,92.0,93.0,0.0,190.0,15.0,1
89,1012.5,26.2,24.9,24.0,22.1,98.0,88.0,0.1,70.0,25.2,1
90,1013.2,26.3,24.3,23.9,22.4,94.0,83.0,5.0,70.0,20.4,1
91,1012.0,28.2,25.3,23.7,23.2,89.0,90.0,2.5,40.0,8.1,1
92,1009.5,25.1,23.3,21.3,21.4,94.0,88.0,0.3,240.0,19.8,1
93,1013.9,24.8,23.7,21.8,21.2,90.0,82.0,3.3,220.0,12.0,1
94,1011.4,22.3,21.1,20.6,19.9,97.0,88.0,0.1,50.0,24.9,1
95,1006.8,27.8,25.3,24.0,24.3,92.0,89.0,2.4,40.0,21.9,1
96,1007.8,28.2,26.6,25.8,24.2,87.0,84.0,1.8,80.0,30.6,1
97,1016.3,28.6,26.4,25.0,23.9,94.0,88.0,0.4,80.0,18.0,1
98,1012.4,27.0,26.1,25.9,24.3,86.0,84.0,2.2,40.0,13.8,1
99,1017.0,28.2,26.6,25.8,23.7,79.0,82.0,4.8,100.0,30.6,1
100,1010.1,27.6,25.5,24.7,22.9,80.0,87.0,1.4,50.0,30.2,1
101,1012.2,26.6,24.9,22.0,22.1,84.0,88.0,1.0,80.0,9.1,1
102,1011.1,23.9,22.8,20.1,20.4,87.0,91.0,0.0,80.0,16.0,1
103,1012.0,30.5,26.8,24.8,23.1,84.0,88.0,2.4,60.0,28.8,1
104,1013.0,29.8,26.6,24.9,23.7,86.0,88.0,0.6,70.0,9.8,1
105,1016.0,28.4,26.8,24.8,25.0,87.0,88.0,1.5,70.0,26.4,1
106,1013.3,27.8,25.9,24.4,24.7,92.0,85.0,0.2,190.0,12.6,1
107,1008.3,30.8,28.1,25.4,24.1,84.0,85.0,3.1,180.0,15.9,1
108,1014.5,30.9,27.3,25.5,24.3,82.0,83.0,4.7,270.0,16.0,1
109,1011.1,31.0,28.1,26.7,23.7,87.0,82.0,2.7,30.0,14.0,1
110,1011.4,24.9,22.2,20.8,20.6,91.0,84.0,2.2,40.0,18.0,1
111,1013.3,26.9,24.6,23.3,19.9,82.0,81.0,5.7,70.0,20.4,1
112,1013.3,26.5,24.9,23.1,22.1,87.0,85.0,2.5,60.0,11.9,1
113,1011.4,29.8,26.9,25.6,23.8,89.0,75.0,8.8,50.0,9.2,1
114,1012.5,26.3,24.8,23.6,21.1,89.0,84.0,1.2,80.0,23.4,1
115,1011.4,29.1,26.8,25.4,23.2,83.0,81.0,1.8,190.0,15.1,1
116,1011.3,29.1,26.1,24.1,23.1,75.0,66.0,5.7,20.0,13.6,1
117,1008.1,30.8,27.8,26.5,24.7,82.0,86.0,1.2,210.0,31.2,1
118,1011.1,28.9,24.8,23.7,22.0,86.0,85.0,3.6,80.0,14.8,1
119,1010.4,31.0,28.1,26.4,23.4,89.0,71.0,6.7,200.0,13.9,0
120,1013.4,27.6,24.8,22.8,22.5,93.0,85.0,3.9,20.0,9.2,0
121,1007.6,28.7,26.2,24.3,24.2,87.0,78.0,8.4,220.0,15.8,1
122,1006.7,29.1,26.8,24.8,24.2,93.0,88.0,0.4,20.0,23.9,1
123,1009.5,30.3,27.0,24.4,23.8,77.0,75.0,8.7,100.0,7.9,1
124,1007.9,30.7,28.1,26.2,24.1,81.0,73.0,6.3,230.0,16.1,0
125,1007.6,30.4,26.3,23.2,23.3,89.0,66.0,7.7,75.0,8.5,1
126,1006.6,30.6,27.9,23.7,25.1,77.0,69.0,7.6,220.0,9.1,1
127,1006.7,29.6,28.4,26.7,25.5,93.0,85.0,0.2,130.0,24.8,1
128,1005.9,28.5,27.7,26.0,24.3,87.0,89.0,1.2,50.0,29.8,1
129,1008.9,31.0,29.0,26.7,25.6,80.0,69.0,6.4,230.0,11.2,1
130,1006.9,31.2,28.2,26.6,25.7,74.0,81.0,4.4,230.0,18.1,1
131,1007.5,32.0,29.9,27.7,24.3,91.0,85.0,6.2,220.0,25.0,1
132,1006.0,31.7,28.2,26.4,25.4,84.0,87.0,3.4,210.0,12.4,1
133,1009.5,33.0,30.1,27.1,25.9,75.0,69.0,10.0,220.0,19.6,0
134,1008.7,32.4,29.4,27.6,26.4,81.0,88.0,1.0,220.0,16.5,1
135,1007.9,33.4,29.1,24.3,25.8,88.0,82.0,2.2,230.0,20.5,1
136,1008.8,33.0,30.1,28.3,26.0,82.0,85.0,3.7,220.0,13.0,1
137,1005.9,31.8,28.5,26.4,26.1,83.0,88.0,2.0,220.0,25.1,1
138,1008.1,32.8,30.3,28.7,25.3,79.0,78.0,9.3,230.0,11.3,1
139,1008.5,31.7,28.9,26.9,25.3,84.0,88.0,1.6,220.0,24.5,1
140,1007.9,33.2,30.1,28.1,20.9,78.0,29.0,11.1,150.0,9.2,0
141,1006.3,32.8,29.0,27.7,26.3,89.0,88.0,0.7,240.0,28.4,1
142,1008.1,33.3,30.3,28.7,24.3,75.0,32.0,11.9,220.0,15.8,0
143,1006.6,33.3,30.0,28.0,25.0,72.0,39.0,10.5,230.0,9.4,0
144,1005.6,32.9,30.3,28.1,24.5,86.0,89.0,6.5,120.0,15.7,1
145,1007.5,32.2,29.7,27.5,25.7,81.0,83.0,6.3,220.0,4.5,1
146,1008.8,33.2,30.0,29.8,25.5,80.0,33.0,11.8,230.0,14.6,0
147,1005.3,33.3,30.3,28.7,24.8,76.0,54.0,10.5,230.0,10.2,0
148,1008.5,33.0,30.2,28.4,24.7,78.0,38.0,10.4,120.0,9.9,0
149,1010.5,33.7,30.3,28.6,25.8,75.0,32.0,9.3,240.0,14.0,0
150,1006.7,34.1,30.1,26.8,25.2,81.0,80.0,3.9,200.0,24.4,1
151,1008.6,33.4,30.4,28.0,24.7,72.0,20.0,10.1,230.0,11.8,0
152,1007.9,33.8,30.6,27.0,24.9,75.0,44.0,10.0,220.0,24.5,0
153,1005.6,33.4,30.4,27.0,23.4,75.0,38.0,10.6,10.0,15.4,0
154,1008.4,34.4,30.6,28.6,25.8,77.0,58.0,9.3,220.0,9.2,0
155,1009.9,35.1,30.7,28.0,25.4,81.0,60.0,8.3,200.0,14.5,1
156,1008.9,34.8,31.4,27.4,20.6,78.0,43.0,8.3,220.0,19.7,0
157,1008.8,32.9,30.9,28.2,23.9,78.0,72.0,4.1,180.0,30.2,1
158,1007.2,33.3,30.9,28.6,25.3,79.0,78.0,2.7,110.0,9.2,1
159,1006.2,34.8,30.6,27.4,24.9,82.0,80.0,4.9,70.0,28.7,1
160,1008.8,30.9,28.6,26.9,26.7,85.0,88.0,0.2,230.0,13.6,1
161,1007.8,35.1,31.0,27.1,26.5,86.0,84.0,3.8,220.0,29.8,1
162,1008.8,35.1,31.1,28.8,26.1,75.0,46.0,10.4,170.0,15.7,1
163,1006.9,33.3,30.3,28.1,25.4,74.0,47.0,5.0,230.0,9.6,0
164,1008.1,34.4,30.0,27.1,25.7,79.0,72.0,10.6,190.0,27.3,0
165,1007.8,32.3,29.0,26.9,25.4,78.0,38.0,11.0,220.0,20.2,0
166,1008.3,31.0,30.6,28.1,25.9,79.0,79.0,3.7,220.0,12.8,1
167,1010.3,31.3,28.6,26.4,25.3,93.0,84.0,1.8,220.0,14.8,1
168,1006.2,31.7,27.3,26.2,25.9,81.0,79.0,6.2,240.0,24.4,1
169,1008.1,33.1,29.6,27.4,25.6,88.0,83.0,5.9,200.0,11.1,1
170,1008.5,32.0,28.6,26.3,25.4,79.0,78.0,8.5,230.0,23.3,1
171,1006.4,32.0,28.2,26.5,25.9,84.0,82.0,3.1,220.0,14.6,1
172,1006.3,32.8,29.4,27.5,26.4,82.0,83.0,2.0,190.0,20.7,0
173,1004.5,31.4,28.0,24.7,25.2,74.0,88.0,0.1,90.0,14.8,1
174,1008.9,32.8,30.0,28.1,25.0,75.0,85.0,7.8,220.0,22.8,1
175,1008.7,31.6,28.2,26.8,26.6,89.0,82.0,2.4,240.0,25.9,1
176,1005.4,31.1,28.4,28.8,25.5,84.0,86.0,6.8,220.0,16.7,1
177,1008.4,32.4,29.5,27.3,25.8,87.0,84.0,3.7,230.0,18.8,1
178,1008.4,33.0,30.1,28.0,25.2,86.0,88.0,7.7,200.0,16.5,1
179,1008.4,30.3,28.6,26.9,25.9,88.0,84.0,0.2,230.0,12.8,1
180,1008.9,31.0,29.0,28.4,25.2,78.0,78.0,6.9,230.0,26.5,1
181,1005.7,31.0,29.1,26.3,26.3,84.0,78.0,5.4,230.0,13.3,1
182,1010.5,31.6,29.0,25.3,26.1,79.0,80.0,2.3,130.0,11.3,1
183,1008.4,33.7,30.0,27.8,25.0,78.0,38.0,11.4,180.0,13.9,0
184,1008.1,32.4,30.1,28.0,25.9,77.0,38.0,11.8,240.0,15.2,0
185,1008.5,33.3,30.6,28.1,25.9,81.0,58.0,6.0,220.0,16.5,1
186,1007.8,33.3,30.1,28.6,25.9,75.0,44.0,10.6,180.0,10.9,0
187,1003.8,31.2,28.7,26.9,24.8,86.0,83.0,3.1,210.0,12.3,1
188,1008.5,30.2,28.7,26.2,26.4,84.0,87.0,4.3,220.0,9.1,1
189,1006.4,32.3,29.9,28.2,25.2,84.0,72.0,10.7,220.0,17.3,1
190,1009.6,30.7,29.0,27.7,25.3,82.0,79.0,0.3,70.0,24.4,1
191,1005.9,32.9,29.2,28.2,26.2,75.0,47.0,9.1,240.0,13.8,1
192,1008.6,32.3,29.5,26.0,24.6,79.0,78.0,9.1,50.0,12.5,0
193,1005.8,32.2,29.4,26.4,25.3,81.0,59.0,7.2,30.0,23.7,0
194,1011.5,32.8,30.1,28.0,25.9,77.0,38.0,12.1,230.0,15.3,0
195,1006.6,33.1,30.3,28.2,25.8,78.0,69.0,11.2,230.0,8.0,0
196,1008.3,33.7,30.3,28.0,24.3,74.0,38.0,10.5,220.0,15.5,1
